,income_bin
30291,0
31381,0
26721,0
7163,1
20873,0
27786,0
16092,1
14486,0
7183,0
27718,0
8096,0
1192,0
7294,1
11198,0
10651,0
1997,0
21787,0
1329,0
6087,0
5057,0
27376,0
18168,0
31846,0
13794,1
5546,0
18195,0
30045,0
21683,0
12410,0
30160,0
7881,0
2772,0
320,0
29151,0
10213,0
21788,0
1833,0
19152,0
17603,0
30135,0
31394,0
5237,0
14744,0
15850,0
7826,1
7048,0
12939,1
23737,0
8119,1
14904,0
2865,0
27846,0
361,1
11603,0
30776,0
9064,0
4620,0
9003,0
27745,0
19713,0
3989,0
16770,0
19552,0
18163,0
812,0
3831,1
12478,0
23409,0
27492,0
17365,0
4114,0
27873,0
15926,0
5908,0
2272,0
26342,0
15779,0
29890,0
23226,0
24092,0
20408,0
17266,0
23667,0
11726,1
14961,0
16177,1
31373,0
30137,0
29064,0
1675,0
30178,0
22243,0
12886,0
2385,1
23385,0
8958,0
6531,0
14412,1
777,0
11243,0
7477,0
4632,1
23355,0
13060,0
2437,0
17921,1
30824,1
17816,0
26489,0
15914,0
6609,1
16343,0
9210,1
22253,0
22480,0
3022,1
6308,0
19240,0
28625,0
1607,0
28499,0
31294,0
29998,0
20549,1
12516,0
10130,0
20110,0
2052,0
17308,0
30908,0
17391,0
30717,0
24086,0
10997,0
11535,0
13508,0
26197,0
22678,0
30151,0
30995,0
11774,0
1063,0
10655,0
25683,0
1906,0
4189,0
8290,1
19454,1
15819,0
3643,0
21054,0
27761,0
15010,0
3156,1
6199,1
7672,0
829,0
9596,0
17960,0
10918,0
23812,0
27462,0
13599,1
26379,0
30706,0
31893,0
9400,0
2470,1
987,0
9656,0
29068,0
6523,0
9187,1
17338,0
23584,0
21763,0
19601,0
27137,0
22484,0
26154,0
16073,0
32478,0
15129,0
31087,0
8418,0
24073,0
22259,0
731,0
22230,0
10751,0
16296,0
27430,0
10825,0
17685,1
5581,1
1345,0
4576,0
29017,1
31146,0
3379,0
23882,0
20342,0
11030,0
27665,0
29197,0
7854,0
18247,0
16836,0
26231,0
23610,0
11174,0
20273,1
31233,0
25535,0
12946,0
13665,0
10894,0
5327,1
22614,0
12122,0
15289,0
6441,0
31098,0
13482,0
20858,0
11236,0
14606,0
4667,0
11567,0
11282,0
5118,0
19729,1
11015,1
2337,0
23046,0
1360,0
17408,0
18882,1
16885,0
19609,0
16999,0
16866,0
7830,1
16775,0
26755,0
23215,0
9272,0
11371,0
13800,0
8518,0
1545,0
20991,0
13416,1
5259,0
6767,0
25598,0
14934,0
3204,1
15760,1
14245,0
8259,0
23947,0
1555,0
25874,0
22502,0
5055,0
25828,1
11457,0
30629,0
5643,1
28486,0
22501,0
19912,0
22985,1
17922,0
4780,1
17538,1
7432,1
4349,1
29980,0
3,0
24259,0
5211,1
1006,0
25430,0
12014,0
28757,0
24011,0
27933,0
21173,0
23803,0
752,0
31853,0
9423,0
5537,1
9301,0
4379,0
13709,0
18167,1
30308,0
29670,0
17747,1
8419,0
4186,0
25699,1
16361,0
26315,0
5437,1
31607,0
21094,0
17296,0
24888,1
3391,0
24619,0
25690,0
617,0
4325,0
26312,0
3132,0
11542,0
20488,1
17486,0
12194,1
18492,0
20060,0
23568,1
16477,0
7932,0
22493,0
28124,0
13387,0
26408,0
20821,0
16973,0
18884,0
760,0
2577,0
7589,0
5957,0
26614,1
6952,0
1621,1
21912,1
26835,0
24593,0
2638,1
15096,0
22285,1
20861,0
17290,0
21671,0
23550,1
10994,1
23586,0
30139,0
11404,1
30021,1
30081,0
17273,0
1193,0
30312,0
18279,0
12973,1
25490,0
233,0
7305,1
20805,0
12963,0
4141,0
28533,0
6174,0
20071,1
31385,0
25024,0
23972,0
3565,0
5202,1
24470,1
12157,1
10337,0
4152,0
8771,0
29949,1
3695,0
18382,0
8672,0
3562,0
1327,1
18365,0
24620,0
26330,0
7951,0
670,0
31177,0
8651,0
25011,0
4979,0
30263,0
11624,0
24821,0
2293,1
7357,0
7673,1
25941,0
21937,0
3536,1
18280,0
22572,0
7709,1
6606,1
6088,0
16349,0
28217,0
14163,0
666,0
4551,0
29860,1
17830,0
9848,0
9021,1
9680,0
30132,0
5663,1
32329,0
268,0
31941,0
17645,0
4404,1
13470,0
31844,0
11058,0
24306,1
16010,0
19757,0
13711,1
1058,1
14573,1
21431,0
9981,0
4332,0
8163,0
5535,0
16606,0
25098,0
22440,0
2952,0
2564,0
28515,0
15028,0
21177,1
21909,0
4936,0
22743,0
13082,0
13216,0
26417,0
8804,0
32259,0
27622,1
16209,0
20041,0
10988,0
1456,0
25601,1
7029,1
26345,0
6965,0
4960,0
22362,0
12158,0
6675,1
24464,0
1378,1
503,0
9720,0
21437,0
29119,0
28591,0
21140,0
18847,1
5507,1
27163,0
15917,0
17656,1
16359,0
5818,0
27203,0
10427,0
8792,1
16929,0
16435,0
32370,1
874,0
29285,1
22314,0
2397,0
4958,0
1035,0
32409,0
5099,1
9432,0
10971,0
24675,0
10647,1
20801,0
1394,0
10916,0
2392,0
1625,1
8681,0
12996,0
2009,0
20515,0
15065,0
22899,0
3781,0
18629,0
29643,0
15545,0
27779,0
22728,0
30610,1
31987,0
31971,0
16114,0
24754,0
27673,0
29545,0
596,0
19860,0
5446,0
12342,0
6113,0
23433,0
8216,0
14722,0
7252,0
15165,1
19359,0
12893,0
24426,0
19329,0
18883,1
28494,0
6353,0
7296,1
7698,1
14855,1
15012,0
17694,1
5528,0
27408,0
23963,0
7288,0
23585,1
16557,1
15621,1
25366,0
6744,0
6386,0
24075,0
27881,0
10854,0
11449,0
21445,0
21476,1
3593,0
20828,0
23247,0
11983,0
28026,0
9973,0
3423,0
26322,0
26871,1
27998,0
8168,0
618,0
27999,0
30854,0
6924,1
4034,0
8327,1
31924,0
22877,0
16588,1
9243,0
5352,0
5696,1
31190,0
24048,1
15809,1
28767,0
2898,0
27865,1
26863,0
11834,0
24777,0
17867,1
8222,0
3111,1
19583,0
19541,0
782,1
29686,0
1736,0
24292,0
5302,0
8178,0
7014,0
24629,0
21314,1
4209,0
28919,1
11791,0
12637,0
23100,0
30072,1
11235,0
21749,0
27235,1
11621,0
3904,0
24779,0
32463,0
28541,0
22280,1
21857,0
31666,0
2934,0
9766,1
8848,0
19027,1
21446,0
4513,0
6941,1
28049,0
13008,0
14595,0
7278,0
16816,0
11158,0
6276,0
23827,0
20415,0
13937,0
873,1
30834,0
12046,0
18869,0
19087,0
6662,0
23216,0
18281,0
30077,1
2699,0
13776,0
23083,0
6045,1
10209,0
13299,1
24107,1
55,1
21132,1
8229,0
3330,0
13894,0
12247,0
27927,0
8192,0
18607,0
6459,0
3549,0
23570,1
9028,0
4110,0
24896,0
4166,0
7875,1
23343,1
22422,0
31052,0
18579,0
27172,0
11653,0
24598,0
14132,0
25755,0
16345,1
6146,0
4708,0
16105,0
16123,0
3372,0
20623,0
3036,0
28482,0
13685,0
800,0
594,0
5122,0
6115,1
21958,0
18109,0
5,0
24161,0
10096,0
19486,1
23905,0
21467,1
13690,0
15082,1
12249,0
6548,1
21783,0
30166,0
22181,1
18641,0
13667,0
31,0
4503,0
28678,1
3328,1
12287,0
16879,0
27548,0
4520,0
9833,0
563,0
25423,1
31580,1
21706,1
23080,1
30819,0
25974,0
19476,1
26647,1
14339,0
9006,0
26641,0
8352,0
14964,0
14260,0
11530,1
18846,0
29047,0
8825,1
12539,1
14316,0
5039,0
30936,1
1984,1
28373,0
5367,0
6007,1
31232,1
1133,0
31022,0
24378,1
20827,0
19749,0
24176,0
18796,0
16645,0
2725,1
31159,1
23316,0
24559,0
12286,1
22925,1
12257,0
29930,0
23534,0
29903,0
8450,0
10306,0
3868,0
13598,1
23118,0
6267,0
25898,0
27106,0
16870,1
27438,0
15319,0
26798,0
22603,0
19599,0
22666,0
24887,0
19711,0
13908,0
13648,0
17760,1
11491,0
15468,0
22320,0
29979,1
4176,1
13616,1
27233,0
18098,0
30596,1
23200,0
31419,0
8400,1
31882,0
10834,1
18423,0
12649,0
11916,1
18649,0
10899,0
318,0
23769,1
32243,0
24397,0
18841,0
21874,1
31242,0
8169,0
15994,0
30928,1
12444,0
1996,1
16949,0
20832,0
2652,1
14929,1
18575,1
367,0
25912,0
3872,0
8278,1
20063,0
18772,0
14008,1
15526,0
20686,0
52,1
12219,0
29238,0
2393,0
21603,0
11518,0
5484,0
17527,0
29059,0
22638,0
31828,1
13972,0
31126,1
17895,0
2105,0
8396,0
1540,0
19168,0
20643,0
9262,0
23443,0
24272,1
20416,0
26471,0
26393,0
18225,0
15598,0
8158,0
1250,1
5004,0
21336,0
23897,1
12917,0
4964,0
21175,0
4580,0
10348,0
4433,1
3415,0
15132,1
31856,0
13420,0
31477,0
30850,0
30097,0
14540,0
24303,0
23382,1
23903,0
12333,0
11340,0
14615,0
29149,0
21061,0
18462,1
29156,0
20710,0
14781,1
14992,1
18630,0
31377,0
27393,0
16731,0
25067,0
28017,0
16304,0
10469,0
24053,0
22476,0
31594,0
28528,1
22757,0
24368,0
22593,0
27782,0
30410,0
20987,1
951,1
246,1
7036,0
25181,0
10986,1
14813,0
6999,0
23079,0
28410,0
4388,0
31816,1
32236,1
9071,0
2103,1
7214,1
24476,1
9564,0
26816,1
10390,0
28008,0
7636,0
24964,0
5963,0
26144,0
3427,0
26992,0
28685,0
12222,0
6238,0
20758,0
2958,0
9748,0
8142,0
87,0
28046,0
25766,1
12740,0
16761,0
19514,0
1335,0
12656,0
19385,0
29386,0
2082,0
28630,0
14537,0
18571,1
7344,0
10108,0
7027,0
2665,1
6435,0
22672,0
20404,0
20354,0
15882,0
18406,0
9098,0
16752,1
13644,1
20051,1
5335,0
19403,0
1698,0
30084,0
8480,1
4826,0
25026,0
14703,0
19679,0
19023,1
22861,1
29261,1
8529,1
20092,0
10158,0
20768,1
14695,1
26609,0
17785,0
26113,0
10563,0
15964,0
23103,1
22322,0
12156,0
14480,0
1172,1
9913,0
22791,1
21785,1
27962,0
11841,1
30864,1
17753,0
8202,0
19879,0
26953,1
13542,0
17596,0
14936,0
7107,0
7641,1
1010,0
18473,1
20487,0
6170,1
1606,0
10869,0
20305,1
30006,1
1129,0
20145,0
12609,0
8175,0
15765,0
31328,0
24122,1
22337,1
9934,0
19264,1
16825,0
26584,1
18218,1
3233,0
14728,1
21650,0
1910,0
1778,0
1467,0
19365,0
29459,1
1414,0
11829,1
15176,0
9692,0
17156,1
3345,0
5541,0
2612,0
27149,1
1409,0
22867,1
8864,1
7,1
27669,0
32222,1
30288,0
903,0
11904,1
7492,1
31617,0
18031,0
13181,0
20278,1
22615,0
1257,1
9793,0
30023,0
2222,0
10201,0
23823,0
22443,1
9009,0
23767,0
17594,0
22856,0
11729,0
16113,1
8857,1
9049,0
1960,0
20677,0
464,0
289,0
17650,1
2158,1
28429,0
6065,0
18300,1
21569,1
3528,0
15025,0
24105,1
15462,1
30821,0
28978,1
16887,0
11069,1
1631,0
30158,0
6156,0
24739,0
5968,1
13003,0
26030,0
19743,1
29379,0
2905,0
9916,1
21613,0
28481,0
21410,0
11056,0
26270,0
25731,0
14803,0
2777,0
18659,0
10785,0
23353,0
28573,0
30461,0
5435,0
11366,0
9261,0
3906,0
31408,0
22802,0
5246,0
12306,0
6399,0
2575,0
31323,0
31784,0
2004,0
11005,0
17026,0
30730,1
30066,1
4584,1
7758,0
7813,0
8911,0
24658,0
9707,0
4460,0
16579,0
12265,0
26779,0
29969,0
31152,0
13773,0
9646,0
11638,1
2230,1
10506,0
18390,0
4682,0
32305,1
17593,0
5090,0
10023,0
6597,0
17629,0
23902,0
31635,0
32303,0
27206,0
25962,0
13268,0
4094,0
21013,1
12149,0
23139,0
20554,0
535,0
18806,0
7575,0
9676,1
28105,0
5780,0
30799,1
15573,0
21642,0
24422,0
8809,1
24543,0
29995,0
9542,0
15292,0
17389,0
17524,0
25351,0
14724,0
27474,0
12912,0
31037,0
22247,0
5844,0
5086,0
21817,0
27906,1
24528,0
28370,0
27655,1
26195,0
31753,0
19468,0
15836,0
16791,0
21690,0
6910,0
14543,0
17965,1
9715,1
9683,1
19892,0
1767,0
23480,0
28037,0
10118,1
16090,0
18220,0
8341,0
20570,0
2453,0
198,1
18825,1
12757,0
24947,0
27457,0
30032,0
23379,0
30525,1
1511,1
26714,0
32137,0
31671,1
22809,0
9381,0
7973,0
8755,1
14298,0
8466,0
19696,0
22999,0
6121,1
3534,0
15353,0
22751,0
3130,0
8915,0
226,0
27059,0
17219,0
8671,0
13560,0
9682,0
14031,0
19807,1
16147,0
22826,0
17918,0
26966,0
1122,0
17982,0
25985,0
13629,0
15474,0
23152,0
13835,0
16056,0
3192,0
9382,0
27502,0
9986,0
30903,0
7431,0
1793,0
7147,1
19849,1
24609,0
22941,0
16410,0
11820,0
12349,0
13342,0
17670,0
309,1
5594,0
1662,0
5841,0
22841,0
27036,0
19157,0
1047,0
27826,0
11341,0
20893,1
3417,0
24121,0
7742,0
3003,0
6755,0
25969,0
25561,0
16505,0
4563,0
10522,0
8566,1
5053,1
20983,0
22889,0
5105,0
3736,0
5337,1
29136,0
6514,0
22481,0
13418,0
29790,1
26933,0
11188,0
21507,0
11908,0
21019,1
21327,0
10246,0
7315,0
17477,0
16644,0
12603,0
21199,0
14963,0
4707,0
14738,1
30203,1
32238,1
10068,0
26971,0
18127,0
30003,0
6068,0
16713,0
19776,0
26968,0
9406,0
22121,0
15295,0
14584,1
31247,0
18028,1
5764,1
7617,0
16517,0
3343,0
13423,0
23072,0
23783,1
20076,1
8660,0
9405,0
24261,0
6011,1
30732,0
6932,0
6819,0
11870,1
13748,1
14601,1
11833,0
31640,0
30429,1
9040,0
6287,0
26930,1
4592,1
25225,0
19193,1
15894,0
13577,1
3167,1
19796,0
21351,1
1861,0
29104,0
32509,0
1457,0
23496,0
24860,0
14958,1
15997,0
31819,1
25234,0
25497,0
21702,0
852,0
30179,0
17035,0
20564,0
24913,0
13466,1
14998,0
28671,1
13988,0
9451,0
28441,0
16972,0
21488,0
24178,0
11647,0
9717,0
7517,1
17560,0
12669,0
18962,1
5604,0
8437,1
28278,0
22175,0
6057,0
222,0
12393,0
19104,0
9917,0
30521,1
10283,0
26336,1
359,0
17997,0
7246,0
31687,0
8310,0
8565,0
29484,0
1126,1
6138,0
25519,0
28169,0
13768,0
8281,0
2508,1
21379,0
2357,1
26470,1
32228,1
4562,0
3883,0
6140,0
19379,0
20217,0
16464,0
452,1
18525,0
29005,1
21765,0
5449,0
11411,0
13456,0
11307,0
10568,0
1979,0
27772,1
2667,0
16619,1
22196,0
8492,0
13946,1
28214,1
19852,0
18407,0
20904,0
13655,1
25176,0
24647,0
31425,1
27495,1
24918,0
4159,0
30086,0
28705,1
7374,0
7010,0
9296,0
24731,0
13938,0
11397,0
20215,0
26860,1
8454,1
13757,0
21675,0
5268,0
4106,0
9563,0
31578,1
11431,0
8925,0
9467,0
18420,0
27897,1
3057,0
9960,0
12720,0
22035,1
14933,0
5045,1
16319,0
19,1
22115,0
17609,1
28885,0
1422,0
20274,0
18147,0
16570,0
1864,1
8935,0
13936,0
1295,0
20223,0
17179,1
31244,1
11025,1
3583,1
9643,0
15234,0
4419,0
27706,0
6063,0
6992,1
11543,0
5233,0
29859,0
26764,0
5681,0
20645,1
26581,1
3081,0
27792,0
210,0
6526,0
27147,0
17148,0
26041,0
17182,0
27396,0
21632,0
19100,0
28600,0
24660,0
11401,0
26846,1
23792,1
31182,1
7210,0
16039,1
2064,0
10318,1
21906,0
28425,0
24065,1
2988,0
14396,1
24138,0
1026,0
13183,0
8801,1
20809,0
31156,0
9796,0
22254,1
19303,0
30832,0
7487,0
7812,0
4937,0
14430,0
31639,1
12666,0
9505,0
5980,1
21954,0
2620,1
12730,1
15647,1
8380,0
11041,0
18580,0
32059,0
11914,0
26876,1
27347,1
2869,0
17590,0
22587,0
6732,0
2384,0
18868,1
30654,0
29423,0
22632,0
13078,0
27918,0
18343,0
26873,1
22645,0
22805,0
10574,0
28844,0
18408,1
5791,1
11769,0
3367,0
2785,0
14756,0
23032,0
2977,1
17136,1
7200,0
401,0
1489,1
22541,0
24324,0
11139,0
23040,1
15391,0
18636,0
4598,0
26249,1
8461,0
8769,0
17817,0
5146,0
11284,1
18651,1
19232,0
6596,0
10274,0
13939,0
9921,1
26803,1
27422,0
19250,1
4927,0
13628,0
6229,0
18024,0
6931,0
11584,1
31085,0
6151,0
4537,1
22148,0
2411,0
27413,1
22984,1
26086,0
14518,1
29273,1
31523,1
9309,0
18468,1
19046,0
8252,1
302,1
5882,1
17306,0
5702,1
8239,0
25857,1
23406,0
7695,1
20289,0
16264,1
16701,1
3495,0
2604,0
22997,0
29181,0
11685,1
20744,0
18578,0
9401,0
29113,1
7015,0
8231,0
1814,1
26346,1
15314,0
7420,1
12636,0
32277,0
2327,0
23308,1
9470,0
12424,0
5633,0
30444,0
5867,1
19414,1
26886,1
20717,0
4602,0
32474,1
4799,0
12490,0
5949,0
14530,0
18083,1
6803,1
6541,0
5419,0
14348,0
20463,0
14278,0
28752,0
29848,0
20241,1
16418,1
20667,0
18865,0
2358,0
13681,0
20100,0
12731,0
26120,0
18029,0
30418,0
4633,0
9024,1
25647,0
13890,0
2159,1
26895,0
27340,0
14754,0
15008,0
1441,0
12948,1
28018,0
15494,1
8839,0
11285,0
6424,0
188,0
3569,0
10399,0
18233,0
8031,1
12338,1
24353,0
28970,1
30958,0
5961,0
9270,0
18513,0
24405,0
31010,0
27844,0
15398,0
29830,1
25363,0
4770,0
13884,0
26580,0
24021,0
14332,0
18848,0
3512,0
24482,1
31386,0
19173,0
5891,0
1819,1
14864,1
26488,1
5143,0
32400,1
14280,0
17315,1
14130,0
17775,0
19680,0
3031,0
28866,1
15251,0
6366,0
24028,1
6528,1
31187,0
27987,0
14500,0
7765,0
29558,1
8521,0
23317,1
22084,0
3195,0
26716,1
2595,0
28118,0
17106,0
7461,0
10200,0
20138,0
1015,0
20356,0
5606,1
19390,0
20313,0
17528,0
30601,0
20772,0
19207,0
32100,0
15142,0
15735,0
23754,0
17250,0
14057,1
6205,1
4425,0
15965,0
23499,0
28531,0
28282,0
22976,0
28052,0
12868,0
12639,0
10543,1
882,0
23545,1
17772,0
20557,1
23798,0
11053,0
32048,0
6120,1
27300,1
13780,0
14235,0
21700,0
14168,1
25894,1
27728,0
22051,0
24239,0
22965,0
20147,1
8547,0
24608,0
324,0
21447,0
7527,0
15179,0
8003,0
8347,0
20962,0
15829,1
26251,0
14918,0
21808,0
25309,0
23539,0
9281,0
7776,0
20084,0
26425,0
10265,0
14472,0
21006,0
27980,1
32082,0
1665,0
10646,0
18003,0
13394,1
8621,0
12059,0
18159,1
27128,0
26760,0
24590,1
14699,1
30810,0
4413,0
3999,0
3296,0
8325,1
16871,0
12034,0
17725,0
13710,1
8263,1
28642,1
31172,0
32045,0
3798,0
10984,0
12185,0
26720,0
27062,0
1293,0
31942,0
28029,0
20384,0
23474,1
1420,0
12724,0
8479,1
21186,0
24892,0
19093,0
24305,0
21541,0
22239,0
17399,0
22464,0
16428,1
29849,0
24525,0
7086,0
9177,1
10077,0
23666,0
14642,0
25232,0
1142,0
26896,0
30246,1
2588,1
14716,0
27680,1
27843,1
23063,0
16743,0
20379,1
26124,1
11101,0
11110,1
20429,0
5738,0
20031,0
31711,0
23284,0
32028,1
1541,0
29705,0
16066,0
2200,0
31674,1
11742,0
27361,0
24461,0
13904,0
10610,0
30956,0
2779,0
18248,1
23205,1
8945,0
25376,0
30927,0
31782,0
8070,0
19334,0
13798,0
29123,1
6513,1
4874,1
11427,0
20093,1
25891,0
17103,0
20114,0
1459,1
21098,0
8815,0
10879,1
23225,0
30966,0
26447,0
30317,0
5724,0
30190,0
30523,0
26464,0
24043,0
11094,0
27195,0
10038,0
13381,0
7292,0
30549,1
13697,0
10566,1
9882,0
31414,0
11398,1
19263,0
8496,0
3018,0
21315,1
26303,0
24505,0
24843,0
1292,0
1943,1
3720,0
24220,1
11642,0
31760,0
22777,0
20036,0
8326,0
26385,0
7797,0
19836,0
17604,1
9287,0
16962,0
13764,0
12650,1
4538,0
12326,1
23033,0
29057,1
18039,1
31197,0
14678,0
8313,0
6230,0
25085,0
6562,0
32465,0
24414,0
18151,1
17108,0
19453,0
20236,0
19888,0
26891,1
16463,0
6206,0
24502,0
15532,0
7741,1
16183,0
6569,1
11947,0
18668,0
28050,1
22186,0
27388,0
18552,0
16649,1
7424,0
2666,0
14032,0
5890,0
31003,1
10983,1
3230,1
29001,0
30569,0
29707,0
284,0
29257,0
7416,1
28979,1
27716,0
28173,1
10868,0
26636,0
16107,0
16496,1
31588,1
27642,0
16782,1
24382,0
16763,1
9521,1
10626,1
11725,1
10578,0
24780,1
25013,0
25774,0
15593,0
14865,0
23456,0
12993,0
32205,0
19986,0
16822,0
728,0
29804,0
23047,0
7080,0
26694,0
18819,0
27426,0
14932,1
12799,0
14056,0
23287,0
21462,0
11782,1
20871,0
11690,0
32443,0
16083,0
6200,1
22267,0
12745,1
10669,0
15407,0
9907,0
29270,0
20592,1
13207,1
19042,0
2756,1
13310,1
7785,1
22096,0
5456,1
22863,0
9950,0
376,0
10047,1
13935,0
10323,0
10264,1
14785,0
31907,1
24834,0
27183,0
19399,0
23405,0
12304,1
11408,1
9308,0
12406,0
29476,0
31285,0
12231,1
21551,1
373,0
23801,0
16702,1
19683,0
13072,0
5175,1
8171,0
21842,0
29145,1
5097,0
16283,1
9026,1
2899,0
17551,1
27135,0
9783,0
24689,1
30357,0
855,0
31554,0
8319,0
4105,0
21633,0
25130,0
17984,0
28480,0
1032,0
13447,0
76,0
15406,0
23553,1
12725,1
20067,0
29400,0
31637,0
16023,0
7313,0
28303,0
29617,0
6800,0
31643,0
30833,1
16886,0
19167,0
25853,0
24087,0
23729,0
12879,1
14506,0
14343,0
10179,1
8928,1
24372,0
31265,0
10481,0
24830,0
2838,0
6933,0
30489,0
273,0
24946,0
13459,0
29187,1
21167,0
3176,1
26078,0
31814,0
23257,0
14504,0
6338,0
12091,0
17813,1
23075,0
31984,0
24782,0
13133,0
30197,0
1235,0
636,0
31191,0
16256,0
13624,0
27403,0
13699,0
3012,1
20341,0
15883,0
11574,0
22567,0
15184,0
25434,1
1526,0
6822,0
981,0
4672,0
31645,1
16810,1
342,1
8289,0
27305,0
10933,0
27099,0
28266,1
4363,0
29207,0
7362,1
14400,1
14081,0
9202,0
26184,0
25847,1
4068,0
23506,0
16977,0
1440,0
9870,0
3893,0
7298,0
13214,1
13860,0
20330,0
8152,1
30148,0
877,0
520,1
8539,0
30417,0
25610,1
22228,1
23076,0
3811,0
32490,0
24788,0
19705,0
9750,0
1118,1
6772,0
23260,1
10961,0
6350,0
11590,0
8235,0
1074,0
18285,1
12744,0
29223,0
28519,1
4952,1
27757,1
22522,0
27579,0
16356,0
18153,1
24216,0
15099,0
18334,0
13047,1
14676,1
28692,0
32367,0
19360,0
30428,0
25170,0
26744,0
7138,1
20039,1
19909,0
26178,1
21418,0
26186,1
17893,0
7856,0
23280,1
7647,0
6824,0
29110,0
20968,0
18681,1
15205,0
16437,0
9607,0
15554,0
12466,0
1358,0
26927,0
31676,0
180,1
6769,1
8615,0
26102,0
12246,1
16991,1
15335,1
16751,0
31432,0
26571,0
17850,0
16355,0
27161,1
7124,0
14696,0
28547,0
10310,0
20687,0
21356,0
19935,0
1627,1
7336,1
13276,0
1561,0
20981,0
5019,0
9545,0
23941,0
15582,0
25997,1
8056,0
19586,0
2247,0
6624,0
9617,0
363,1
5481,0
23150,0
26599,0
26332,1
30406,0
14092,0
15467,1
21494,0
26519,0
20024,0
30414,1
8071,0
11806,0
3390,1
5701,0
5346,0
1552,0
11342,0
16587,0
24274,1
1914,0
28863,0
5948,1
279,1
28294,1
28322,1
4875,1
8267,1
11704,0
23793,0
13075,0
27947,0
15634,0
28746,1
5177,0
6564,0
28995,1
3520,0
6733,0
7568,0
27638,0
9436,0
1892,0
8766,0
28292,0
17881,0
16231,0
16561,0
12679,1
24217,0
10488,0
4092,0
29218,0
22782,1
23637,0
17029,0
27087,0
29437,0
28350,0
14319,0
30196,0
19930,0
2074,1
1844,0
17228,0
30777,0
25089,0
25642,0
9597,0
28442,0
7638,1
26747,0
30249,1
27333,0
21023,1
4302,0
31467,0
6889,0
28317,0
20516,0
9923,0
22173,0
32374,0
16326,1
3843,0
4422,0
11345,1
9957,0
12010,0
6784,0
3588,0
6791,0
1548,1
30576,0
19191,0
845,0
25117,0
13563,0
29051,0
19138,0
17185,0
28880,1
6284,0
16035,0
484,0
16254,0
11625,0
19187,1
24146,0
26490,1
29089,0
19658,0
31510,1
9552,0
28825,0
1523,0
26079,0
32266,1
19625,0
9218,1
17227,1
22378,0
31566,0
3113,1
4525,0
10631,0
1883,0
4867,0
20419,0
1859,1
17145,0
19498,0
16255,0
12267,1
27159,1
30299,0
3357,0
19206,0
17974,1
11258,0
25623,1
29279,0
20332,0
31480,0
21334,0
16213,0
14266,1
1656,0
28207,0
13886,0
19840,0
4585,0
24729,1
20936,0
4940,1
31564,1
21370,0
30630,1
8653,1
11860,0
15542,0
11043,0
12858,0
13300,0
6385,0
19316,0
26357,0
20146,0
25137,1
14244,0
31471,0
17674,0
30200,0
16766,0
30177,0
3891,0
11057,0
30831,1
10413,0
6612,0
1689,1
19689,0
26617,0
31236,0
30411,0
143,1
24654,1
1995,0
32233,0
3134,1
22552,0
26925,0
3656,0
13796,0
17054,1
21662,0
17970,0
32148,0
21759,0
32447,0
15305,0
2496,0
9007,0
11827,0
19597,0
6962,1
10736,1
16754,0
26789,0
21841,0
19550,1
12960,0
4039,0
7566,0
26912,0
4062,0
26823,0
20759,0
5299,0
1513,0
27303,0
14398,0
23224,1
29731,0
8513,0
5993,0
8869,1
17501,1
17559,0
29626,1
13033,1
1901,0
31515,1
2774,1
8078,0
10715,0
13283,1
25087,1
31688,1
30715,0
25537,0
1218,0
20090,0
26936,1
21225,0
14269,1
24818,0
26947,0
13982,1
28363,1
9929,0
12439,0
20870,0
12711,1
16845,0
15579,1
1212,0
19898,1
26990,0
30746,0
17028,1
26583,0
9557,0
14285,1
15583,0
14068,0
29604,0
21776,0
8644,0
30568,0
11109,0
17571,0
27681,0
7806,1
9462,0
27813,1
25868,0
12112,0
6447,0
25534,0
12060,1
6422,0
3169,0
2831,0
30477,1
7745,1
10005,0
20796,0
17618,0
17168,0
9510,0
28492,0
20632,0
7534,0
5017,0
12983,0
15290,1
15344,0
13405,0
3061,0
12082,0
1688,0
2181,1
27596,1
6477,0
8165,0
2038,0
4112,1
13586,0
15420,1
2425,1
23159,0
46,0
28311,0
11676,0
29272,0
5488,1
1144,0
6060,0
19631,1
31220,0
15248,1
20674,0
1591,0
11217,0
11113,0
10630,0
31737,0
22446,0
28782,0
4661,1
13359,1
20542,0
7841,0
28209,1
9201,0
12565,1
20121,0
2676,0
1756,0
2571,0
15112,0
37,0
1648,1
25109,0
10093,0
25608,0
30924,0
28855,0
1077,0
2319,1
22709,0
16589,0
7143,1
22264,0
15427,0
325,0
5585,0
4543,1
29956,1
10887,1
13861,0
20446,0
28817,1
14553,0
13319,0
16742,1
2993,0
18063,0
13491,0
29882,0
7266,1
27516,0
27580,0
8765,0
10027,0
10545,1
21308,0
25796,1
25312,1
29023,0
30467,0
29669,0
7134,1
20593,1
1099,0
12448,1
7046,0
21591,0
7750,0
4310,0
21493,0
15117,1
25986,0
27496,0
24168,0
4254,0
3014,1
1248,0
18896,0
21806,1
10908,0
13866,0
4566,1
10657,1
13346,1
10584,0
1500,1
8337,0
21056,0
794,1
22140,1
498,0
16696,0
21889,0
26486,0
9810,0
2431,1
1902,0
6245,1
27532,1
31195,0
7604,0
7536,1
29678,0
18272,0
14186,0
16592,0
12435,1
9286,0
4797,1
19255,0
20231,0
22287,0
